sentence1,relation,relationscore,structure,structurescore
Two persons of large size are sitting on a park bench and they have a bottle of soda between them,Sitting on a park bench are two persons of large size and they have a bottle of soda between them,4,"Between two large persons sitting on a park bench, there is a bottle of soda.",4
Two large persons are sitting on a park bench and they have a bottle of soda between them,Sitting on a park bench are two large persons and they have a bottle of soda between them,3,Sitting on a park bench are two large persons with a bottle of soda between them.,5
Two large park benches have a person sitting and a bottle of soda between them,A person sitting and a bottle of soda between them have two large park benches,1,A person sitting on two large park benches has a bottle of soda between them.,5
A man and a woman are sitting comfortably on the bench,A woman and a man are sitting comfortably on the bench,5,Comfortably sitting on the bench are a man and a woman.,5
The man is racing for the lead ,The lead is racing for the man,1,Racing for the lead is the man.,2
A man is bringing up the rear of the race,The rear of the race is where the man is bringing up.,4,Bringing up the rear of the race is a man.,2
A man with a camera is studying the subject,Studying the subject is a man with a camera.,4,Studying the subject is a man with a camera.,5
The man with the dyed purple hat is operating a camera that makes videos,Operating a camera that makes videos is the man with the dyed purple hat.,4,Operating a camera that makes videos is the man with the dyed purple hat.,5
The man in the purple hat isn't operating a camera that makes videos,The man in the purple hat is operating a camera that doesn't make videos.,2,The man in the purple hat isn't operating a camera that makes videos.,4
The man in the purple hat is operating a camera that makes videos,Making videos is what the man in the purple hat is doing with his camera.,4,Making videos is the man in the purple hat operating a camera.,5
The study subject is a camera man,The camera man is the study subject.,5,A camera man is the study subject.,4
The bride and the groom are leaving after the marriage,"After the marriage, the bride and groom are departing.",5,"After the marriage, the bride and the groom are leaving.",5
The bride and the groom are arriving after the wedding,"After the wedding, the bride and groom are arriving.",5,"After the wedding, the bride and the groom are arriving.",5
A married couple is walking up the aisle,A married couple is walking down the aisle,3,"Walking up the aisle, a married couple is.",5
The priest is walking down the aisle to marry a couple,The priest is walking up the aisle to marry a couple,3,"To marry a couple, the priest is walking down the aisle.",5
A married couple is walking down the aisle,A married couple is walking up the aisle,3,"Walking down the aisle, a married couple is.",5
The presentation is being watched by a classroom of students,A classroom of students is being watched by the presentation,1,A classroom of students is watching the presentation.,3
The presentation is being attended by a classroom of students,A classroom of students is being attended by the presentation,1,A classroom of students is attending the presentation.,5
A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,A boy on a hill covered in snow is sliding on his knees wearing a red jacket and a black hat,4,"Sliding on his knees, a boy wearing a red jacket and a black hat is on a hill covered in snow.",5
The kid is happily sliding in the snow,The kid is sliding happily in the snow,4,"Happily sliding in the snow, the kid is.",5
A snow slide is full of kids,A slide full of kids is made of snow,0,"Full of kids, a snow slide is.",4
The kid is sliding in the snow,The kid is sliding on the snow,4,"Sliding in the snow, the kid is.",5
A woman and a dog are peacefully sitting on a tree stump,A dog and a woman are peacefully sitting on a tree stump,4,"Peacefully sitting on a tree stump, a woman and a dog are.",5
"A woman, who is old, is near a dog that has a white coat","A dog that has a white coat is near a woman, who is old",4,Near a white-coated dog is an old woman.,4
"A woman, who is old, is far from a white dog","A white dog is far from a woman, who is old",3,A white dog is far from an old woman.,4
A man is watering the grass and excitedly playing with a dog,A dog is watering the grass and excitedly playing with a man,0,"Excitedly playing with a dog, a man is watering the grass.",5
The dog is biting some droplets of water,Some droplets of water is biting the dog,0,"Biting some droplets of water, the dog is.",5
The dog is snapping at some droplets of water,Some droplets of water is snapping at the dog,0,"Snapping at some droplets of water, the dog is.",5
A dog is excitedly playing with water in the grass,Water in the grass is excitedly playing with a dog,1,"Excitedly playing with water in the grass, a dog is.",5
"Two people are in the snow, wearing clothes that provide camouflage","Clothes that provide camouflage are in the snow, being worn by two people",2,"Wearing clothes that provide camouflage, two people are in the snow.",5
Nobody is in the snow wearing clothes that provide camouflage,Clothes that provide camouflage are not being worn by anyone in the snow,2,"In the snow, wearing clothes that provide camouflage, nobody is.",5
"Some people are in the snow, wearing clothes that provide camouflage",Clothes that provide camouflage are being worn by some people in the snow,4,"In clothes that provide camouflage, some people are in the snow.",5
There is no girl wearing a t-shirt and keeping her mouth open,A girl wearing a t-shirt and keeping her mouth open does not exist,0,"Keeping her mouth open, there is no girl wearing a t-shirt.",5
"A girl from Asia, in front of a window made of bricks, looks surprised","In front of a brick window made of Asia, a surprised-looking girl looks.",3,"In front of a brick window made of bricks, a girl from Asia looks surprised.",5
"A girl from Asia, in front of a brick window, doesn't look surprised","In front of a surprised-looking girl, a brick window from Asia doesn't look.",1,"In front of a brick window, a girl from Asia doesn't look surprised.",4
A person in biking gear is standing steadily in front of some mountains ,Some mountains is standing steadily in front of a person in biking gear,0,"Standing steadily in front of some mountains, a person in biking gear is.",1
